z,x,y
232,90,103
173,100,57
9,32,180
74,106,80
466,116,69
789,102,152
301,69,114
160,91,110
79,79,100
387,100,154
77,83,107
769,104,136
581,70,117
770,84,104
566,98,77
562,78,112
733,66,113
286,80,113
239,67,103
323,102,96
272,84,102
152,88,99
757,89,163
72,107,90
20,44,27
73,74,66
191,25,76
392,96,102
561,95,72
471,97,75
603,103,137
603,86,108
265,88,119
298,87,89
199,90,105
789,104,157
749,74,161
60,40,195
153,94,119
619,76,109
362,93,111
703,86,125
511,95,78
199,94,112
121,105,139
568,85,110
755,94,137
775,81,172
148,36,189
331,103,157
125,98,90
195,77,108
25,85,114
675,107,38
120,81,83
91,109,136
484,95,63
650,98,156
56,95,176
683,92,167
516,74,109
51,110,144
384,86,102
482,30,153
88,106,91
590,35,154
141,90,94
348,68,106
664,80,119
550,86,132
697,66,114
784,78,114
200,86,107
86,91,114
599,76,92
294,97,94
350,116,161
423,91,118
587,98,158
69,16,79
702,87,87
428,74,120
634,74,107
471,102,152
420,99,161
684,97,152
607,90,100
568,85,139
62,38,52
538,92,135
369,98,130
158,91,91
147,76,111
518,75,117
733,94,150
418,83,111
376,99,81
286,58,108
622,80,117
611,81,111
668,84,159
362,94,72
620,81,113
623,78,104
132,89,107
173,107,65
210,116,76
575,84,102
323,91,138
516,80,103
85,94,118
317,94,82
497,90,127
276,93,107
630,91,151
278,102,74
32,112,136
154,68,53
163,85,113
423,85,79
626,84,110
257,80,107
711,64,116
486,85,109
113,89,101
569,70,109
648,80,115
480,106,93
629,92,84
623,69,114
193,41,58
57,101,144
74,93,106
337,102,160
137,48,166
159,60,84
322,91,116
121,73,133
145,85,142
665,90,153
64,86,115
441,82,138
140,109,147
624,100,66
664,68,110
414,86,106
323,110,89
574,86,108
103,22,171
617,79,113
343,93,99
576,94,88
448,66,105
590,87,145
402,66,116
564,75,120
179,23,88
272,57,110
312,67,105
239,87,124
160,54,116
480,72,113
782,89,140
408,88,105
365,92,117
432,99,125
483,81,108
125,101,129
105,87,118
285,96,102
682,84,139
485,94,59
775,86,119
710,117,37
460,97,121
100,76,96
15,102,135
349,88,116
762,33,74
243,113,84
777,76,129
553,90,102
717,90,82
55,109,58
98,93,85
599,83,114
648,83,114
474,84,140
571,100,94
368,100,142
196,110,79
101,112,83
750,45,86
391,112,69
516,96,71
121,92,104
503,67,107
459,85,100
190,109,64
527,99,97
368,102,139
272,99,102
687,77,147
119,102,160
434,71,120
285,112,79
408,95,128
666,36,164
701,35,156
757,95,128
176,90,110
429,107,75
126,15,155
175,80,109
748,31,164
458,69,117
243,54,172
190,95,102
730,87,101
566,73,107
279,66,145
312,88,111
332,94,122
610,81,116
674,40,57
739,80,116
729,37,165
594,75,124
646,78,108
31,85,95
2,38,53
585,97,157
353,105,175
61,89,111
679,87,121
282,81,116
222,94,107
471,68,112
472,93,127
558,96,98
468,68,114
641,77,111
297,32,82
196,74,116
232,108,88
359,41,52
669,80,121
750,87,118
613,77,108
655,67,106
769,78,104
341,116,51
152,63,116
348,115,159
526,97,76
241,24,72
319,58,114
761,33,62
451,39,66
420,86,145
33,95,95
325,37,53
379,106,133
107,85,112
231,79,92
675,81,80
774,93,87
358,19,69
711,91,100
53,51,52
419,95,141
263,93,99
687,84,109
198,95,91
605,79,115
263,85,101
93,107,79
194,20,133
668,91,145
27,114,148
544,72,114
558,79,100
420,97,86
347,92,94
558,85,139
345,75,110
308,94,87
573,97,78
89,35,169
346,110,155
695,91,131
657,34,133
319,114,152
724,72,115
221,101,56
394,97,66
435,77,111
598,88,114
283,96,100
600,79,109
684,83,84
379,89,100
371,28,55
493,104,79
438,98,100
761,81,122
59,108,149
711,79,103
140,96,98
245,98,98
154,24,44
468,95,121
63,111,154
598,85,110
440,79,103
92,90,82
787,102,154
734,97,133
287,96,100
684,75,112
55,88,122
433,82,125
464,85,125
426,91,135
465,81,116
322,77,118
687,63,109
341,109,86
107,52,87
429,90,138
97,103,129
608,99,164
300,82,109
225,78,108
79,112,87
300,106,91
647,96,161
686,91,68
756,100,89
648,70,110
16,101,88
737,79,122
188,75,127
584,93,97
701,34,179
450,97,131
549,93,100
766,98,38
709,89,96
59,25,69
611,81,109
509,99,131
64,96,120
56,118,147
538,24,54
189,109,69
275,94,107
775,81,115
339,94,70
232,28,78
80,75,115
576,80,94
174,100,69
508,62,119
632,71,110
742,83,113
288,83,107
122,90,108
64,110,141
659,88,118
179,107,85
282,44,163
686,93,91
153,83,111
36,44,175
568,84,108
782,81,143
230,94,123
257,103,142
539,83,95
255,101,82
727,99,89
323,100,86
736,84,122
121,62,99
518,79,119
258,91,118
246,117,168
474,81,66
760,81,115
749,77,112
280,48,158
258,87,111
121,101,88
432,87,93
86,78,112
661,85,109
332,83,67
690,73,116
193,80,110
317,92,135
57,29,47
503,82,79
359,73,108
194,83,109
734,90,96
738,93,141
278,107,96
117,93,91
664,98,81
533,16,74
241,109,85
677,75,121
286,80,114
227,44,156
788,87,132
481,90,141
294,66,105
335,96,141
474,69,102
507,85,76
691,87,87
269,110,92
135,44,194
339,58,111
73,51,43
232,77,118
365,21,60
208,100,137
706,78,104
577,90,133
708,81,50
399,78,107
289,73,73
174,89,116
728,26,157
685,78,107
274,95,77
34,117,147
189,103,129
188,39,78
638,93,124
772,86,163
597,93,94
105,99,95
291,107,80
235,61,106
123,117,88
423,91,119
760,64,126
739,86,191
175,96,69
89,91,127
70,98,98
742,92,133
698,77,110
135,121,144
665,94,56
223,97,80
690,86,90
167,99,83
587,96,96
441,103,94
140,94,85
147,108,136
647,78,115
704,107,79
672,92,86
83,100,123
280,58,119
288,83,114
607,86,112
369,99,89
151,109,78
695,81,106
302,107,130
123,81,114
319,83,122
264,58,114
779,75,115
181,80,176
550,85,106
302,100,78
61,89,120
500,95,105
426,25,59
494,37,163
699,96,83
496,36,156
95,83,117
638,91,124
250,100,125
204,103,135
446,91,138
650,98,76
333,37,49
216,59,110
207,58,114
554,73,106
196,38,167
639,118,26
310,125,68
213,76,171
204,109,146
661,31,57
50,31,144
313,116,84
759,81,107
784,69,108
300,107,86
177,42,47
227,42,173
715,30,129
266,93,117
206,102,141
260,107,85
457,93,142
191,38,190
607,95,129
158,114,83
412,86,117
736,105,84
307,85,120
531,79,103
481,101,136
719,69,109
197,14,73
584,84,102
788,79,48
777,99,143
245,52,100
364,60,99
615,34,132
658,55,126
231,36,53
238,117,76
326,92,112
60,90,90
37,112,69
206,89,116
473,36,54
38,46,191
470,94,55
206,95,103
694,83,113
73,65,109
113,79,112
486,80,105
226,68,111
167,106,129
311,109,137
351,30,165
653,90,124
50,59,197
116,92,110
274,106,70
294,92,109
609,105,168
118,26,153
789,80,109
343,82,130
166,108,148
468,58,73
730,47,149
153,89,114
669,88,161
99,100,170
612,81,105
185,88,118
3,116,71
140,78,114
722,24,75
631,80,124
727,101,75
396,118,150
61,82,102
384,94,152
723,66,172
780,89,100
133,103,143
732,72,146
298,97,142
520,50,146
622,79,121
439,100,141
13,50,146
776,87,127
277,105,93
700,63,113
61,36,189
152,125,160
631,91,97
685,86,81
604,112,154
251,103,81
766,84,105
775,65,112
788,93,131
498,92,99
227,43,47
508,82,114
466,106,175
773,72,126
490,29,55
751,42,67
358,97,161
154,49,33
153,112,93
433,74,102
358,98,133
353,98,180
140,40,37
63,107,134
110,73,120
363,97,160
499,69,117
535,89,127
451,70,115
282,93,120
573,77,104
25,79,101
254,91,107
691,39,89
474,96,54
460,95,105
775,69,135
310,95,124
238,92,119
672,74,115
82,72,117
378,74,118
18,77,113
324,92,113
329,100,145
319,111,86
711,73,105
422,107,88
237,90,116
789,89,132
781,49,76
619,92,129
26,35,179
374,28,179
730,88,125
638,79,114
621,96,137
784,96,52
141,89,121
400,86,125
633,77,113
755,60,78
336,69,106
610,81,109
708,68,113
137,82,111
622,96,173
443,77,105
2,73,180
157,98,126
347,23,63
363,107,180
496,97,50
147,96,124
223,93,167
291,106,94
570,107,89
702,75,115
55,96,82
206,81,121
438,93,88
473,77,111
226,62,114
446,88,91
738,80,116
533,95,143
689,79,98
126,96,159
674,116,172
69,104,87
176,33,150
255,81,103
150,108,130
160,103,136
146,94,43
87,97,67
178,128,70
292,65,104
281,95,85
516,109,66
323,92,119
313,103,85
381,73,114
239,101,136
572,90,101
765,43,88
600,88,78
714,80,95
780,92,134
91,118,77
732,35,167
115,102,73
184,13,81
675,82,86
591,28,57
190,89,105
165,111,149
611,96,127
221,36,64
342,80,104
206,78,108
367,95,136
26,120,67
81,120,148
692,82,106
758,83,105
597,101,155
202,112,81
422,83,113
488,25,147
681,93,75
210,100,50
498,86,113
682,94,85
780,83,119
735,97,68
218,94,49
32,85,111
114,43,151
779,82,113
24,82,121
778,50,132
788,81,104
658,94,78
221,108,140
734,97,135
607,86,108
476,44,66
274,87,104
77,96,131
92,99,153
428,92,107
575,82,88
114,93,146
579,73,132
596,86,113
41,48,198
491,85,123
609,95,129
509,87,117
89,101,137
724,76,118
93,118,85
237,100,126
217,39,56
244,55,167
97,82,115
275,83,121
232,26,161
133,76,98
528,103,80
584,87,72
506,83,114
610,78,116
67,82,114
227,83,124
580,78,102
101,85,105
341,72,118
488,71,110
254,92,103
648,75,96
104,65,167
256,84,111
357,112,90
196,54,140
300,92,97
155,50,162
578,85,129
771,63,138
307,100,94
454,90,110
133,27,175
460,41,82
455,119,175
354,92,105
199,72,112
493,81,115
662,93,84
639,89,80
726,45,155
426,63,157
100,68,116
223,105,136
789,102,160
564,84,109
40,74,107
568,96,130
213,81,113
162,105,87
26,115,139
612,82,121
385,111,83
690,97,161
499,37,49
645,89,68
625,80,103
520,94,142
29,45,37
148,69,105
732,94,92
374,113,164
6,25,74
0,63,83
119,94,141
586,61,151
238,62,110
120,112,145
270,94,118
100,91,97
672,83,108
106,84,113
743,86,160
653,49,166
704,34,141
568,97,91
510,101,56
301,98,92
105,92,95
314,90,108
414,99,155
614,94,139
56,93,53
781,80,106
538,82,144
372,31,58
383,88,114
629,85,145
363,71,112
762,76,113
446,95,94
450,21,164
317,91,85
739,74,107
319,83,170
59,24,72
333,73,111
59,78,57
244,59,112
671,88,83
740,38,64
143,82,63
64,55,32
716,32,163
595,109,69
266,27,147
706,29,69
646,96,166
769,100,149
601,94,150
608,76,116
443,81,102
394,90,115
519,77,105
337,80,103
376,27,58
536,70,106
261,78,114
595,83,129
268,105,125
410,97,82
690,95,77
539,102,138
175,94,103
197,13,159
638,81,104
194,23,87
350,101,99
234,93,120
437,97,141
398,97,92
320,97,117
633,87,130
270,99,126
326,109,141
137,84,97
488,92,103
258,69,45
652,73,110
594,107,67
754,72,110
430,97,66
93,94,132
207,114,66
688,97,154
254,86,113
552,79,108
394,100,68
364,88,110
437,69,114
320,95,85
286,105,74
322,85,118
456,111,41
376,109,152
491,20,167
148,116,143
509,85,96
114,89,100
716,96,68
251,96,104
8,31,41
244,60,74
692,85,106
637,81,147
216,63,150
314,85,116
