430,116,150
430,108,157
430,107,155
430,106,157
430,96,145
430,104,65
430,91,121
430,111,30
430,86,79
430,85,120
430,83,128
430,83,117
430,82,118
430,77,102
430,78,122
430,71,100
430,66,50
430,61,60
430,36,58
430,27,56
430,28,72
432,111,133
432,113,157
432,95,85
432,87,133
432,86,90
432,89,115
432,83,136
432,85,92
432,86,95
432,85,92
432,85,114
432,81,119
432,76,112
432,72,119
432,68,112
432,73,58
432,22,143
434,113,64
434,92,80
434,86,90
434,85,134
434,85,90
434,84,93
434,83,79
434,85,116
434,86,111
434,84,114
434,75,108
434,73,113
434,63,96
434,48,59
434,34,63
434,33,63
435,111,87
435,99,148
435,101,196
435,93,138
435,99,103
435,91,133
435,88,124
435,76,114
435,50,68
437,115,88
437,110,90
437,102,144
437,102,144
437,94,86
437,93,91
437,95,98
437,86,133
437,86,131
437,85,133
437,90,117
437,88,117
437,91,111
437,90,112
437,87,116
437,75,110
437,77,54
437,59,66
437,47,61
439,117,159
439,104,156
439,90,128
439,86,133
439,78,144
439,85,115
439,70,109
439,70,95
439,66,96
440,99,150
440,99,150
440,97,80
440,95,78
440,94,74
440,92,79
440,90,88
440,87,76
442,114,147
442,106,174
442,94,193
442,92,188
442,89,180
442,89,178
442,90,145
442,76,192
442,89,132
442,89,132
442,92,115
442,91,99
442,87,112
442,100,33
442,68,115
442,26,95
444,114,161
444,105,152
444,120,37
444,102,73
444,99,143
444,107,56
444,106,57
444,100,72
444,98,127
444,114,36
444,97,130
444,98,127
444,95,85
444,95,87
444,94,78
444,92,87
444,96,118
444,95,122
444,94,123
444,99,54
444,92,132
444,94,115
444,92,106
444,91,118
444,92,113
444,88,131
444,91,111
444,89,105
444,84,88
444,86,122
444,87,112
444,82,99
444,80,88
444,79,115
444,78,114
444,75,110
444,39,65
444,37,65
445,110,176
445,108,178
445,108,176
445,91,142
445,92,137
445,94,117
445,89,128
445,89,110
445,88,102
445,88,102
445,78,120
445,77,121
445,81,106
445,30,56
445,34,65
447,108,65
447,93,95
447,93,107
447,90,113
447,89,101
447,44,177
447,84,95
447,84,94
447,83,111
447,40,166
447,40,165
447,62,141
447,35,175
447,46,66
448,116,86
448,118,70
448,90,152
448,95,72
448,91,99
448,87,89
448,87,105
448,72,111
448,38,163
450,91,85
450,120,170
450,120,171
450,93,99
450,92,119
450,88,109
450,89,119
450,89,129
450,47,71
450,90,134
450,90,138
450,86,114
450,86,124
450,89,138
450,80,117
450,74,113
450,72,112
450,70,116
450,65,115
452,120,148
452,120,69
452,115,81
452,111,68
452,113,58
452,94,137
452,98,73
452,93,94
452,87,125
452,87,127
452,88,118
452,89,114
452,86,111
452,84,114
452,86,106
452,76,107
452,77,104
452,71,109
452,73,105
453,116,54
453,110,53
453,105,149
453,102,154
453,97,84
453,97,104
453,94,97
453,94,102
453,93,103
453,92,117
453,90,97
453,88,93
453,90,121
453,90,116
453,85,111
453,80,50
453,79,109
453,77,110
453,75,115
453,73,110
453,56,120
453,25,73
455,112,178
455,110,173
455,105,62
455,93,126
455,93,102
455,90,113
455,93,61
455,91,61
455,82,113
455,80,108
455,73,113
457,105,61
457,93,81
457,92,73
457,89,114
457,77,113
457,38,177
457,36,156
458,105,131
458,98,173
458,95,140
458,92,159
458,99,99
458,95,78
458,91,121
458,92,102
458,80,110
458,76,112
458,41,170
458,37,154
460,113,172
460,106,127
460,99,146
460,88,197
460,96,128
460,94,119
460,92,100
460,92,107
460,89,95
460,90,96
460,83,112
460,69,111
460,69,104
460,68,105
417,102,173
417,98,152
417,96,141
417,87,91
417,88,100
417,81,110
419,99,150
419,96,135
419,96,134
419,90,139
419,87,139
419,93,108
419,90,95
419,89,108
419,85,107
419,74,113
422,104,42
422,99,98
422,91,99
422,90,117
422,89,110
422,86,84
422,83,110
422,81,111
422,68,112
422,57,81
424,115,176
424,110,182
424,109,185
424,107,61
424,102,128
424,106,58
424,101,73
424,101,96
424,94,118
424,93,118
424,91,129
424,91,121
424,94,106
424,93,105
424,86,117
424,85,111
424,74,115
426,108,172
426,101,133
426,108,80
426,99,149
426,102,93
426,93,149
426,93,124
426,87,130
426,89,109
426,87,110
426,84,113
426,87,108
426,75,109
426,71,111
426,68,41
426,43,131
426,47,75
426,19,82
428,96,163
428,96,147
428,97,144
428,93,148
428,93,130
428,96,68
428,94,122
428,93,108
428,88,72
428,86,115
428,83,110
428,77,113
428,77,107
428,69,110
428,46,129
428,36,138
430,98,156
430,102,97
430,97,96
430,92,111
430,90,110
430,90,108
430,79,105
430,70,108
430,59,143
430,59,144
430,38,153
