466,71,106
497,95,172
498,85,130
497,87,72
500,69,120
489,99,153
483,40,61
470,80,105
473,82,112
483,75,109
498,87,114
479,76,108
463,101,125
486,83,102
481,91,109
488,99,72
468,90,110
494,97,98
490,89,100
497,92,103
467,123,50
502,65,162
479,74,107
501,32,161
493,78,118
502,81,114
493,76,108
484,95,133
479,44,165
484,86,98
467,80,120
493,94,90
461,91,121
499,89,102
505,98,86
462,82,117
470,121,58
475,92,124
504,79,117
499,82,109
473,99,134
470,98,85
471,92,106
493,104,131
468,68,115
489,78,106
479,92,102
461,74,109
495,86,91
485,49,81
475,38,71
478,90,84
488,98,92
466,77,109
485,106,49
479,88,102
497,96,45
462,104,188
504,108,74
493,71,114
477,85,76
478,93,104
482,78,112
487,79,105
484,99,139
502,22,75
465,91,119
475,90,114
488,74,108
477,89,120
499,86,101
494,33,67
461,85,92
497,96,144
482,109,156
501,87,102
497,100,82
478,76,105
500,90,109
467,81,140
469,86,126
466,116,69
471,97,75
484,95,63
482,30,153
471,102,152
497,90,127
486,85,109
480,106,93
480,72,113
483,81,108
485,94,59
474,84,140
503,67,107
471,68,112
472,93,127
468,68,114
493,104,79
468,95,121
464,85,125
465,81,116
474,81,66
503,82,79
481,90,141
474,69,102
500,95,105
494,37,163
496,36,156
481,101,136
473,36,54
470,94,55
486,80,105
468,58,73
498,92,99
466,106,175
490,29,55
499,69,117
474,96,54
496,97,50
473,77,111
488,25,147
498,86,113
476,44,66
491,85,123
488,71,110
493,81,115
499,37,49
488,92,103
491,20,167
467,93,100
487,27,143
495,97,149
478,99,138
483,85,101
505,84,127
500,38,52
502,81,104
493,84,108
462,72,109
492,92,102
481,81,117
481,81,109
505,38,50
482,89,144
472,85,111
494,94,120
481,83,168
465,32,50
467,89,96
473,82,106
477,96,174
469,74,114
488,25,153
504,95,158
489,67,118
503,77,109
481,32,162
501,91,115
495,80,108
469,75,123
465,88,99
473,95,144
479,82,113
472,84,70
474,90,111
487,91,75
475,44,70
500,83,114
476,95,88
492,69,108
499,74,110
501,90,100
464,74,115
501,65,158
485,89,94
494,20,156
498,93,98
482,90,45
493,22,144
485,109,80
467,84,106
494,58,134
481,91,133
469,91,95
463,88,108
468,76,114
473,111,183
503,36,178
475,111,44
493,86,87
505,86,107
472,89,90
499,81,112
489,82,106
495,81,75
473,92,117
489,96,81
497,104,75
487,82,113
477,94,92
499,116,40
480,99,101
469,101,138
496,94,103
491,101,71
473,97,103
472,67,107
483,90,117
470,90,90
465,90,125
468,105,45
501,64,130
498,98,94
482,99,127
484,75,114
485,91,108
465,72,100
490,82,120
504,67,42
503,86,114
462,68,114
500,86,105
478,84,106
464,91,133
502,94,159
503,75,114
483,94,131
504,89,100
487,94,128
503,97,135
502,90,71
462,66,150
476,82,108
469,107,170
491,71,63
490,91,123
489,90,111
482,105,56
503,66,119
490,78,113
461,82,110
472,116,54
470,93,127
471,105,79
505,69,110
468,116,75
474,80,117
475,100,99
467,81,86
464,78,110
485,87,122
468,91,115
461,90,96
479,101,77
490,81,100
499,92,149
473,87,114
503,92,133
461,89,89
497,77,140
478,89,116
497,74,110
491,101,157
505,93,86
475,115,60
487,105,84
482,77,112
478,85,118
495,96,154
471,31,165
496,100,150
479,96,97
487,112,165
487,34,155
483,89,129
494,89,123
484,86,106
484,97,100
479,82,111
497,81,118
467,93,85
469,78,62
503,95,51
504,93,119
491,98,141
473,86,191
473,90,98
462,75,130
480,109,165
498,32,156
502,90,135
462,88,135
497,92,140
495,98,100
482,79,116
501,86,114
503,79,116
471,98,161
478,113,155
468,82,110
482,79,117
485,71,90
472,65,137
472,84,116
484,21,142
477,106,74
489,90,126
499,22,77
475,87,120
463,69,105
476,90,120
468,105,153
473,71,115
474,88,142
490,86,121
493,41,50
474,49,153
469,85,122
468,107,146
462,68,116
461,60,98
505,73,182
472,104,82
463,76,94
503,88,104
476,98,130
491,74,114
479,95,81
499,82,108
495,91,101
497,78,137
499,75,103
479,73,132
461,75,116
467,90,109
472,78,116
496,100,128
479,89,123
503,80,110
479,79,128
470,86,109
500,92,91
471,87,133
496,87,112
500,98,90
479,67,111
461,99,61
474,83,111
500,97,82
480,100,80
491,95,86
480,88,102
482,110,184
461,72,114
467,81,114
475,90,105
468,108,71
488,75,107
489,83,111
466,66,118
502,90,105
483,96,85
492,107,141
496,71,111
473,96,121
503,111,53
480,80,126
465,94,93
494,85,124
491,80,111
490,84,118
476,88,130
487,77,120
486,88,102
471,99,134
483,98,146
492,88,121
474,102,154
471,42,155
483,93,124
493,77,110
485,97,156
477,89,133
467,91,115
473,95,138
494,82,104
497,80,107
465,87,131
505,71,116
492,122,48
501,90,111
473,91,185
482,103,145
493,80,96
467,60,95
490,98,94
501,80,103
470,91,90
469,92,99
468,89,105
489,95,137
488,95,103
461,37,65
491,88,99
466,21,138
505,68,101
466,90,111
461,39,54
474,78,101
503,90,106
493,33,156
493,95,86
492,86,113
497,84,110
462,93,150
503,102,89
491,69,110
477,48,63
498,99,73
500,83,104
481,63,120
500,110,168
505,93,122
491,108,83
